Label,Features
n07740461,[116 202 203 ... 119 202 203]
n07740461,[ 4  4 31 ...  8 62 49]
n07740461,[ 70 106  95 ...  17  21  24]
n07740461,[252 247 248 ... 245 236 239]
n07740461,[ 47  40  52 ...  43  22 110]
n07740461,[254 254 254 ... 255 255 255]
n07740461,[146 103 198 ... 100  41 136]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[  0   0   0 ...  19  73 129]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[191 208 235 ... 161 180 218]
n07740461,[ 73 106 135 ...   4   9  13]
n07740461,[ 97 145 117 ... 121 155 131]
n07740461,[100  52  44 ...  56  81  97]
n07740461,[ 1  0 51 ...  1  1  2]
n07740461,[204 162 113 ... 121  99 227]
n07740461,[255 254 254 ... 160 115 103]
n07740461,[253 255 249 ... 255 255 255]
n07740461,[224 242 249 ... 195 219 229]
n07740461,[ 14  26  28 ... 152 171 158]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[252 251 213 ... 252 252 212]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[255 255 255 ... 254 255 255]
n07740461,[239 250 243 ...  55  78  66]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 3 80 91 ... 52 19 12]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 98 135 159 ...  17  40  40]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 18  83  62 ...  59 168 129]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[23 50 42 ... 23 23 23]
n07740461,[70 63 62 ... 73 62 62]
n07740461,[  0   0   0 ...  37 155 172]
n07740461,[ 18  44 139 ... 182 227 249]
n07740461,[ 84 101  64 ... 127 197 177]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[  1   1   1 ...  87 129 186]
n07740461,[32 68 85 ... 14 19 75]
n07740461,[187 213 237 ...  85 145 195]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 3  2 27 ... 11 56 29]
n07740461,[ 52  62  51 ...  70  88 215]
n07740461,[  0   1   1 ...  84  94 105]
n07740461,[255 252 253 ... 176 168 208]
n07740461,[ 70 148  76 ... 104 181 106]
n07740461,[  9 134 135 ...  21 157 145]
n07740461,[164 171 193 ... 154 182 218]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 52 133 117 ...  28 111  45]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[16 19 23 ... 85 89 94]
n07740461,[255 255 255 ... 247 247 247]
n07740461,[ 91  92  63 ... 177 128  74]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[255 255 255 ...  14  27  27]
n07740461,[203 255 255 ... 203 255 255]
n07740461,[211 229 237 ... 255 255 251]
n07740461,[  3  73  12 ... 250 255 251]
n07740461,[201 123  64 ... 180 157 154]
n07740461,[183 204 205 ... 225 225 225]
n07740461,[ 50  50  66 ... 125 166 199]
n07740461,[2 2 2 ... 2 2 2]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[254 254 254 ... 222 220 219]
n07740461,[162 127 141 ... 147 146 165]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 8 78 48 ...  7 16 17]
n07740461,[48 59 41 ...  2 14  2]
n07740461,[ 4  8  9 ... 64 77 93]
n07740461,[134 142 122 ...   1  32  20]
n07740461,[ 60  66  43 ... 150  80  57]
n07740461,[ 2 22 99 ...  3 27 97]
n07740461,[ 93 121 102 ...  44  65  53]
n07740461,[ 78 140 186 ... 110 164 208]
n07740461,[ 40  37  33 ...  90 103 105]
n07740461,[  5  25  56 ...  58 100 154]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[137 121 242 ...  62  52 132]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[197 190 171 ...   1  19  66]
n07740461,[ 5 65 24 ...  9 62 22]
n07740461,[ 29  69 120 ...  69  87  97]
n07740461,[ 41  92  78 ... 186 238 240]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 53  63  97 ... 120 169 207]
n07740461,[153 165 189 ... 229 225 237]
n07740461,[ 60 201 167 ...  49 170 132]
n07740461,[146 143 164 ... 130 183 110]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 12  28  14 ...  52 105  49]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[226 221 172 ...  14  25 189]
n07740461,[  1   1   1 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 84  57 213 ...  79  74 185]
n07740461,[255 244 246 ... 250 242 249]
n07740461,[154 255 204 ... 154 255 204]
n07740461,[192 192 192 ... 192 192 192]
n07740461,[158 158 158 ... 135 135 135]
n07740461,[253 253 253 ... 253 253 253]
n07740461,[100  83 179 ...  65  57  90]
n07740461,[246 254 253 ... 217 233 245]
n07740461,[ 93 196 189 ... 120 173 236]
n07740461,[115 180 200 ...   0  47 113]
n07740461,[ 6 92 94 ... 38 20 24]
n07740461,[ 88  93  85 ... 137 137 126]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[109  51 197 ... 102 219  65]
n07740461,[37 34 24 ... 29 27  9]
n07740461,[ 12   9  31 ... 198 204 225]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[ 77  99 124 ...  16  18  71]
n07740461,[50 47 46 ... 53 63 68]
n07740461,[ 19  16  54 ... 102 104 130]
n07740461,[202 193 204 ...   0   0   0]
n07740461,[218 254 244 ...  22  16  79]
n07740461,[251 253 254 ... 252 254 254]
n07740461,[ 1  6 15 ...  0 11  9]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[ 1  1  1 ... 16 14  6]
n07740461,[247 251 252 ... 251 250 251]
n07740461,[ 6 12 12 ...  7 13 12]
n07740461,[177 183 125 ...  32  55  86]
n07740461,[ 49  38  33 ... 112  99 121]
n07740461,[ 30  79  53 ...  32 131  91]
n07740461,[ 6  9  7 ... 15 16 14]
n07740461,[252 254 254 ... 210 210 210]
n07740461,[ 1  1 19 ...  4 26 81]
n07740461,[ 20  97  71 ...  51 101  86]
n07740461,[250 138  96 ...   0   0   0]
n07740461,[ 2 37 27 ...  2 10  2]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[  7  10   8 ... 165 168 174]
n07740461,[ 83  80 206 ...   4  12  45]
n07740461,[218 229 227 ... 216 229 227]
n07740461,[34 22 93 ... 47 55 72]
n07740461,[ 10 202  66 ...   4 190  99]
n07740461,[248 223 201 ...   2   3   2]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[  5  23  19 ... 111 150 244]
n07740461,[17 13 16 ...  2  1  1]
n07740461,[ 22   0 234 ...  22   0 236]
n07740461,[ 69 143 221 ...   7  44 138]
n07740461,[190 183 184 ... 234 227 214]
n07740461,[245 244 246 ... 254 254 254]
n07740461,[  1   1  22 ...  24  89 253]
n07740461,[ 8 11 15 ... 10 12 12]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[152 144 180 ...  76  80 146]
n07740461,[ 26  52  38 ...   1  11 171]
n07740461,[0 1 1 ... 0 0 2]
n07740461,[6 8 8 ... 4 4 4]
n07740461,[255 255 255 ... 254 253 249]
n07740461,[250 250 250 ... 248 248 246]
n07740461,[112 128 158 ...  32  34  44]
n07740461,[101 100 237 ... 113 194 223]
n07740461,[246 243 238 ... 185 214 239]
n07740461,[1 2 3 ... 0 1 2]
n07740461,[ 42 118  81 ... 157 179 154]
n07740461,[247 247 247 ... 163 197 227]
n07740461,[47 56 44 ... 69 86 94]
n07740461,[202 193 204 ...   0   0   0]
n07740461,[ 73  79  86 ...  55 110  69]
n07740461,[254 189 128 ...  26  27  56]
n07740461,[ 4  6  6 ... 46 65 79]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[202 200 200 ... 111 137 187]
n07740461,[ 61  81 137 ...  71  66  57]
n07740461,[  1  65  54 ...   0 160 110]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[254 212 160 ...   2   9   2]
n07740461,[  7   2 160 ... 192 195 244]
n07740461,[45 92 73 ... 75 96 71]
n07740461,[ 60  49  35 ... 104 173 183]
n07740461,[ 68  72  77 ... 191 218 222]
n07740461,[192 220 243 ...   8  49   2]
n07740461,[ 45 101  94 ...  17 191 175]
n07740461,[17 96 80 ...  4 66 47]
n07740461,[ 31  59  93 ...  47  93 130]
n07740461,[134 141 157 ...  89  66  64]
n07740461,[138 146 252 ...  26  23 105]
n07740461,[ 77 115 132 ...  26  55  99]
n07740461,[149 148 139 ... 124 116 110]
n07740461,[112 110 155 ...  74  76 111]
n07740461,[  8  51  42 ... 218 197 179]
n07740461,[ 0  0  0 ...  1  1 14]
n07740461,[205 199 200 ... 201 196 215]
n07740461,[40 87 39 ... 22 21 30]
n07740461,[254 243 241 ... 248 232 220]
n07740461,[22 74 45 ... 30 47 15]
n07740461,[ 5 43 26 ... 10 18  2]
n07740461,[18 49 43 ... 55 68 77]
n07740461,[127 137 163 ... 188 219 195]
n07740461,[ 23  77  54 ...  80 153 144]
n07740461,[144 156 163 ... 112 156 198]
n07740461,[ 15 112 107 ...  69  75 164]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ...   6  37  11]
n07740461,[228 245 223 ...   7  43  48]
n07740461,[ 94 124 164 ...   5 167 117]
n07740461,[188 197 211 ... 178 191 204]
n07740461,[  3   2  72 ...   6   1 114]
n07740461,[10  5  4 ... 70 86 89]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[1 1 1 ... 0 0 0]
n07740461,[181 111  28 ... 209 144  39]
n07740461,[ 4  9 32 ...  2  7 31]
n07740461,[168 171 173 ... 159 153 150]
n07740461,[ 30 110 177 ...   0   0  16]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[240 212 246 ...   2   8  12]
n07740461,[ 91  74 189 ...  34  27  86]
n07740461,[ 51 189 158 ...  28 161 159]
n07740461,[ 67 129  53 ... 139 106  71]
n07740461,[ 64  85 124 ...  58  50 183]
n07740461,[3 3 3 ... 6 7 7]
n07740461,[  0   0   0 ...  12 110  86]
n07740461,[107 170  38 ...  70  72  86]
n07740461,[122 157 163 ...  30  60  54]
n07740461,[221 227 229 ...   0  21 126]
n07740461,[  0   0   0 ... 177 178 216]
n07740461,[145 254 254 ...   2   2  64]
n07740461,[108 116  84 ...   9   0 118]
n07740461,[ 58  94 112 ...  27  24  89]
n07740461,[14 32 15 ... 39 38 36]
n07740461,[128 136 120 ...  66  57  53]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[139  80  39 ...  15  37  19]
n07740461,[250 252 251 ... 252 252 251]
n07740461,[255 255 255 ... 246 247 247]
n07740461,[223 218 215 ... 197 193 192]
n07740461,[98 89 72 ... 14 39 45]
n07740461,[ 31 125  76 ... 123 100  67]
n07740461,[141 148 121 ...  24  16  12]
n07740461,[211 176 147 ... 200 187 174]
n07740461,[ 44  90  31 ...  79 133  83]
n07740461,[ 9 28 22 ...  7 49 41]
n07740461,[0 0 0 ... 2 2 2]
n07740461,[188 182 183 ...  53  81 112]
n07740461,[184 165 156 ... 217 223 222]
n07740461,[153 192 221 ... 197 205 223]
n07740461,[ 6 41 52 ... 47 72 96]
n07740461,[ 5 16  6 ... 18 23 20]
n07740461,[ 68 112  91 ... 100  90  89]
n07740461,[ 83 133 175 ...  27  37  94]
n07740461,[254 178  65 ...   5  79  63]
n07740461,[ 2 14 25 ...  4 14 26]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[249 247 247 ... 254 254 254]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 39  86 121 ...  74 113 165]
n07740461,[150 175 214 ...  79 102 159]
n07740461,[163 151 148 ... 175 204 231]
n07740461,[ 8 10 29 ... 52 56 83]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[244 245 245 ... 248 247 249]
n07740461,[0 0 0 ... 1 1 1]
n07740461,[ 65  41 156 ...  74  45 192]
n07740461,[ 67  85 146 ...   0   0   0]
n07740461,[29 53 47 ... 18 26 21]
n07740461,[ 46  50 252 ...  44  49 251]
n07740461,[214 210 206 ... 197 198 196]
n07740461,[  3  25  21 ...  86 152 153]
n07740461,[ 0  0  0 ...  1 10  7]
n07740461,[ 85 140 251 ...   1   5 173]
n07740461,[ 6 13  4 ...  7 14  7]
n07740461,[ 0  0 14 ...  8  9 70]
n07740461,[  0   0   0 ...  14  75 205]
n07740461,[46 45 41 ... 72 66 66]
n07740461,[244 244 244 ... 246 243 245]
n07740461,[154 201 224 ... 208 236 245]
n07740461,[ 9 24 50 ... 17 72 87]
n07740461,[157 161 178 ...   7   1   1]
n07740461,[ 22  88  61 ...   3 134 102]
n07740461,[ 80  42 141 ... 123 157 180]
n07740461,[6 8 9 ... 6 8 9]
n07740461,[ 91  88  73 ... 173 226 216]
n07740461,[ 15  22 147 ...  35  54 105]
n07740461,[31 76 59 ... 95 84 75]
n07740461,[ 55 128 129 ...  29  37  21]
n07740461,[ 26  75 122 ...  25 125 189]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[ 23  90 143 ...   0  27 114]
n07740461,[ 81 170 180 ...   6  20  42]
n07740461,[255 255 255 ... 252 252 252]
n07740461,[200 235 234 ... 255 255 255]
n07740461,[ 6 10  6 ...  1 44 63]
n07740461,[30 26 21 ... 18 39 21]
n07740461,[28 44 66 ... 41 54 82]
n07740461,[ 13  39  62 ... 247 253 252]
n07740461,[117 136 122 ...  57  85  87]
n07740461,[153 121 210 ...  33  23 103]
n07740461,[255 255 255 ... 195 192 187]
n07740461,[245 245 245 ... 247 245 247]
n07740461,[ 91  25 104 ... 162   2  89]
n07740461,[47 56 48 ... 14  6  9]
n07740461,[ 64 254 120 ...   1 206  81]
n07740461,[117 169 117 ... 118 114  89]
n07740461,[185 233 196 ... 196 179 161]
n07740461,[136 175 197 ...  44 154 121]
n07740461,[214 214 214 ... 214 214 214]
n07740461,[255 255 255 ... 253 241 239]
n07740461,[250 231 221 ...  94  80  63]
n07740461,[255 255 249 ... 255 255 255]
n07740461,[ 63 112  83 ...  45 159 131]
n07740461,[ 78  80  85 ...  60 100 173]
n07740461,[166 167 165 ... 149 141 124]
n07740461,[104 102  93 ...  14  28  43]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[  6   9  23 ...  76 134 211]
n07740461,[39 38 41 ... 11 12 13]
n07740461,[  4  72 254 ...   5  77 245]
n07740461,[ 99  82 185 ... 172 176 185]
n07740461,[20 43 33 ... 51 64 52]
n07740461,[ 38 135 173 ...  19  73 196]
n07740461,[  3 204 253 ... 154 228 255]
n07740461,[217 219 229 ... 205 208 223]
n07740461,[255 255 255 ... 167 170 175]
n07740461,[137 174 215 ... 162 192 230]
n07740461,[248 248 248 ... 159 203 216]
n07740461,[253 254 254 ... 255 255 255]
n07740461,[247 252 251 ... 191 218 205]
n07740461,[109 161 192 ...   0  87 115]
n07740461,[ 2  6 36 ...  5 65 53]
n07740461,[98 57  3 ...  5 20 19]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[147 212 204 ...  51   8 182]
n07740461,[ 9 70 59 ... 40 72 71]
n07740461,[ 1  1  1 ...  3  1 52]
n07740461,[ 52  58  53 ...  26 100  94]
n07740461,[ 45  87 107 ...  41  64  75]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[254 254 254 ... 255 255 255]
n07740461,[202 204 187 ... 115 121  85]
n07740461,[255 255 255 ... 255 254 255]
n07740461,[254 254 254 ... 229 229 223]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[189 184 185 ... 244 243 243]
n07740461,[112 154 197 ... 144 185 216]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[2 2 2 ... 5 7 7]
n07740461,[  0  12 143 ...   2   0 100]
n07740461,[33 37 66 ... 35 30 44]
n07740461,[196 155 111 ... 252 240 226]
n07740461,[ 91 170 148 ...  14  11  10]
n07740461,[127  82 169 ...  76  61  44]
n07740461,[59 85 85 ...  4 14  2]
n07740461,[248 248 248 ... 248 248 248]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[47 60 58 ... 15 65 40]
n07740461,[15 15 10 ... 20 21 24]
n07740461,[50 94 82 ... 34 19  7]
n07740461,[155 146 130 ...  74  61  63]
n07740461,[201 190 186 ...  65  64  68]
n07740461,[198 211 197 ... 199 213 211]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[  2  10  28 ...  75  81 114]
n07740461,[255 255 255 ... 111  61 230]
n07740461,[156 163 168 ...   2   1   1]
n07740461,[242 203 177 ...  46  68  74]
n07740461,[226 253 254 ... 254 255 255]
n07740461,[185 196 183 ... 183 220 199]
n07740461,[20 49 40 ... 39 39 37]
n07740461,[ 35 161 127 ...  22  60 105]
n07740461,[14 17 66 ...  9 12 18]
n07740461,[156 145 122 ... 143 150 128]
n07740461,[ 39  55 134 ... 229 234 239]
n07740461,[ 94 124 115 ... 109 140 135]
n07740461,[192 192 192 ... 192 192 192]
n07740461,[ 64  60  72 ... 123 139 182]
n07740461,[21 54 28 ... 18 17 88]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 75 254 222 ... 208 254 253]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[ 1 10 48 ...  2 47 53]
n07740461,[48 24  4 ... 30 14  2]
n07740461,[135  83  82 ...  34  51  59]
n07740461,[ 28  24  88 ...  61 141 137]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[128 213 221 ... 188 227 254]
n07740461,[255 253 255 ... 251 255 255]
n07740461,[ 14   8  87 ...  50  28 152]
n07740461,[ 10  12  13 ... 204 202 202]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[  4 220 190 ...   8   6  71]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[166 154 135 ... 254 239 213]
n07740461,[118 140 155 ... 255 255 255]
n07740461,[254 254 254 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 254 254 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[232 239 241 ... 248 250 249]
n07740461,[4 4 4 ... 7 7 7]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 91  92 151 ...  38  38  70]
n07740461,[250 250 250 ... 254 252 251]
n07740461,[ 72  91  50 ...  82 115  59]
n07740461,[0 0 0 ... 1 3 3]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[127 176 205 ...  37 180 194]
n07740461,[228 228 228 ... 228 228 228]
n07740461,[7 2 1 ... 8 2 1]
n07740461,[249 247 244 ... 255 255 255]
n07740461,[180 177 165 ...  52  59  73]
n07740461,[ 14  17  36 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[196 201 200 ... 254 254 254]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[  1   0 126 ...   3   7   9]
n07740461,[205 255 255 ... 205 255 255]
n07740461,[111 138  95 ...  23  17   9]
n07740461,[ 23  20  50 ...  98 136 155]
n07740461,[ 0  0 10 ...  2  0  6]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[232 232 232 ... 248 246 246]
n07740461,[  5   5   5 ... 209 209 205]
n07740461,[253 255 255 ... 253 255 255]
n07740461,[234 221 219 ... 252 239 237]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 54  32 185 ...  53  31 184]
n07740461,[105 180 198 ...   2   6   3]
n07740461,[255 253 253 ... 255 255 255]
n07740461,[224 190 136 ...  34  39  28]
n07740461,[255 255 255 ... 237 218 215]
n07740461,[177 186 206 ... 177 188 202]
n07740461,[244 223 192 ... 254 236 204]
n07740461,[78 83 52 ... 42 40 39]
n07740461,[125 180 155 ... 148 156 155]
n07740461,[236 238 242 ... 233 229 235]
n07740461,[ 77  80  64 ... 109 106  78]
n07740461,[ 9 31 45 ...  1  3 31]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[  1   1  24 ... 183 177 175]
n07740461,[30 53 51 ... 54 67 74]
n07740461,[120 129 139 ... 135 142 159]
n07740461,[ 7  3  3 ... 16  8 40]
n07740461,[234 251 254 ... 234 251 254]
n07740461,[244 249 248 ... 193 200 206]
n07740461,[ 17  26  23 ...  37  45 216]
n07740461,[ 52 106  70 ...  50 148 108]
n07740461,[ 82  89  98 ... 162 227 196]
n07740461,[96 93 82 ... 62 59 13]
n07740461,[ 63  71 134 ...  54 128 180]
n07740461,[128 160 143 ... 154 179 143]
n07740461,[143 153 174 ... 123 156 206]
n07740461,[ 58 143 104 ... 122 127 102]
n07740461,[12 72 47 ...  2 77 45]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[22 50 32 ... 83 82 82]
n07740461,[232 252 255 ... 100 138 179]
n07740461,[ 68 153 133 ...  63 135 123]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[209 192 155 ...  30  50  34]
n07740461,[253 236 223 ... 168 169 167]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[  4   8   6 ... 253 255 255]
n07740461,[ 12   5  12 ...  23  44 108]
n07740461,[130 195  26 ... 151 214  30]
n07740461,[ 21  43  66 ...  95 120 140]
n07740461,[124 124 124 ... 124 124 124]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[34 38 46 ... 18 24 39]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[  7   0   1 ... 119 179 178]
n07740461,[ 59  61  72 ... 135 170 200]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[ 23  28  31 ... 138 121 123]
n07740461,[104 110 139 ...  53  72 110]
n07740461,[203 255 255 ... 204 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[153 153 171 ...  90 122 157]
n07740461,[ 3  5  5 ... 14 17 21]
n07740461,[  0  35 187 ...   4  40 179]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[23  3  2 ...  0  0  0]
n07740461,[ 5 10  9 ...  7  9  9]
n07740461,[227 222 228 ... 136 126 131]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[175 170 161 ... 124 122 121]
n07740461,[37 25 98 ... 32 41 66]
n07740461,[ 66 112 157 ...   4   6   7]
n07740461,[104 113 122 ... 167 169 180]
n07740461,[43 49 69 ... 12 14 23]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[254 254 254 ...  26  64  59]
n07740461,[250 250 250 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 5  5  5 ... 29 74 38]
n07740461,[  8  10 181 ...  13  15 139]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[ 95 145 111 ... 122 137 115]
n07740461,[16 25 46 ... 22 21 30]
n07740461,[ 64  85 140 ...  25  41  87]
n07740461,[ 26  30  44 ...   3  85 166]
n07740461,[126 145 128 ...  65 129  96]
n07740461,[ 5 71 52 ... 38 73 62]
n07740461,[217 221 226 ... 210 207 216]
n07740461,[44 70 40 ... 41 56 49]
n07740461,[ 31  20 112 ... 203 202 244]
n07740461,[ 0  0  0 ... 28 28 28]
n07740461,[243 232 229 ... 233 221 217]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[193 242 250 ... 193 242 250]
n07740461,[ 8 78 48 ...  7 16 17]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 13  16   3 ...  66  66 134]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[10 15 13 ... 10 15 13]
n07740461,[255 255 255 ...   4   6  10]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[50 53 54 ... 65 78 77]
n07740461,[1 1 1 ... 0 0 0]
n07740461,[191 206 225 ...   1  21 172]
n07740461,[ 20   7 129 ...   5   4  95]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 1 12 28 ...  0  0  0]
n07740461,[ 5 68 61 ...  6 59 29]
n07740461,[153 141 254 ...  10  34  16]
n07740461,[255 255 255 ...   0   1   8]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[53 25 29 ... 35 23 25]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[177 201 229 ... 185 213 244]
n07740461,[218 187 124 ... 217 186 123]
n07740461,[ 97 149 151 ...  71  66  53]
n07740461,[ 69 136 100 ...  91 144 130]
n07740461,[ 74  76 209 ...  70 147 133]
n07740461,[ 2 10 16 ... 51 37 20]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[170 176 183 ... 188 193 203]
n07740461,[ 42  37 104 ...  91  58  55]
n07740461,[ 40 138 116 ...  40 138 116]
n07740461,[ 28  73  89 ... 150 176 200]
n07740461,[109 145 159 ...  11  10  18]
n07740461,[147 166 173 ... 109 110 107]
n07740461,[ 40  50 107 ... 115 155 170]
n07740461,[178 122  67 ...  33  65  60]
n07740461,[ 5 38 17 ...  4 22 10]
n07740461,[205 255 255 ... 205 255 255]
n07740461,[53 74 87 ... 44 45 41]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 38  80  54 ... 255 253 243]
n07740461,[210 209 213 ... 101 105 116]
n07740461,[ 85  94 181 ... 245 217 157]
n07740461,[ 75  90 139 ...  75  90 139]
n07740461,[60 51 37 ... 34 26 21]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[250 255 254 ... 254 254 254]
n07740461,[4 4 4 ... 4 5 3]
n07740461,[214 224 224 ... 213 215 216]
